rule,premise,is_legendary,conclusion
R1878,generation-5/evolution-1/type1-normal/type2-flying/isTall-False,0,generation-5/evolution-1/type1-normal/type2-flying/isTall-False/is_legendary-0
R1879,generation-5/evolution-2/type1-normal/type2-flying/isTall-False,0,generation-5/evolution-2/type1-normal/type2-flying/isTall-False/is_legendary-0
R1880,generation-5/evolution-3/type1-normal/type2-flying/isTall-True,0,generation-5/evolution-3/type1-normal/type2-flying/isTall-True/is_legendary-0
R1881,generation-5/evolution-1/type1-electric/type2-nan/isTall-False,0,generation-5/evolution-1/type1-electric/type2-nan/isTall-False/is_legendary-0
R1882,generation-5/evolution-2/type1-electric/type2-nan/isTall-True,0,generation-5/evolution-2/type1-electric/type2-nan/isTall-True/is_legendary-0
R1883,generation-5/evolution-1/type1-rock/type2-nan/isTall-False,0,generation-5/evolution-1/type1-rock/type2-nan/isTall-False/is_legendary-0
R1884,generation-5/evolution-2/type1-rock/type2-nan/isTall-False,0,generation-5/evolution-2/type1-rock/type2-nan/isTall-False/is_legendary-0
R1885,generation-5/evolution-3/type1-rock/type2-nan/isTall-True,0,generation-5/evolution-3/type1-rock/type2-nan/isTall-True/is_legendary-0
R1886,generation-5/evolution-1/type1-psychic/type2-flying/isTall-False,0,generation-5/evolution-1/type1-psychic/type2-flying/isTall-False/is_legendary-0
R1887,generation-5/evolution-2/type1-psychic/type2-flying/isTall-False,0,generation-5/evolution-2/type1-psychic/type2-flying/isTall-False/is_legendary-0
R1888,generation-5/evolution-1/type1-ground/type2-nan/isTall-False,0,generation-5/evolution-1/type1-ground/type2-nan/isTall-False/is_legendary-0
R1889,generation-5/evolution-2/type1-ground/type2-steel/isTall-False,0,generation-5/evolution-2/type1-ground/type2-steel/isTall-False/is_legendary-0
R1890,generation-5/evolution-1/type1-normal/type2-nan/isTall-True,0,generation-5/evolution-1/type1-normal/type2-nan/isTall-True/is_legendary-0
R1891,generation-5/evolution-1/type1-fighting/type2-nan/isTall-False,0,generation-5/evolution-1/type1-fighting/type2-nan/isTall-False/is_legendary-0
R1892,generation-5/evolution-2/type1-fighting/type2-nan/isTall-True,0,generation-5/evolution-2/type1-fighting/type2-nan/isTall-True/is_legendary-0
R1893,generation-5/evolution-3/type1-fighting/type2-nan/isTall-True,0,generation-5/evolution-3/type1-fighting/type2-nan/isTall-True/is_legendary-0
R1894,generation-5/evolution-2/type1-water/type2-ground/isTall-False,0,generation-5/evolution-2/type1-water/type2-ground/isTall-False/is_legendary-0
R1895,generation-5/evolution-3/type1-water/type2-ground/isTall-True,0,generation-5/evolution-3/type1-water/type2-ground/isTall-True/is_legendary-0
R1896,generation-5/evolution-1/type1-fighting/type2-nan/isTall-True,0,generation-5/evolution-1/type1-fighting/type2-nan/isTall-True/is_legendary-0
R1897,generation-5/evolution-1/type1-bug/type2-grass/isTall-False,0,generation-5/evolution-1/type1-bug/type2-grass/isTall-False/is_legendary-0
R1898,generation-5/evolution-2/type1-bug/type2-grass/isTall-False,0,generation-5/evolution-2/type1-bug/type2-grass/isTall-False/is_legendary-0
R1899,generation-5/evolution-3/type1-bug/type2-grass/isTall-True,0,generation-5/evolution-3/type1-bug/type2-grass/isTall-True/is_legendary-0
R1900,generation-5/evolution-1/type1-bug/type2-poison/isTall-False,0,generation-5/evolution-1/type1-bug/type2-poison/isTall-False/is_legendary-0
R1901,generation-5/evolution-2/type1-bug/type2-poison/isTall-True,0,generation-5/evolution-2/type1-bug/type2-poison/isTall-True/is_legendary-0
R1902,generation-5/evolution-3/type1-bug/type2-poison/isTall-True,0,generation-5/evolution-3/type1-bug/type2-poison/isTall-True/is_legendary-0
R1903,generation-5/evolution-1/type1-grass/type2-fairy/isTall-False,0,generation-5/evolution-1/type1-grass/type2-fairy/isTall-False/is_legendary-0
R1904,generation-5/evolution-2/type1-grass/type2-fairy/isTall-False,0,generation-5/evolution-2/type1-grass/type2-fairy/isTall-False/is_legendary-0
R1905,generation-5/evolution-1/type1-water/type2-nan/isTall-True,0,generation-5/evolution-1/type1-water/type2-nan/isTall-True/is_legendary-0
R1906,generation-5/evolution-1/type1-ground/type2-dark/isTall-False,0,generation-5/evolution-1/type1-ground/type2-dark/isTall-False/is_legendary-0
R1907,generation-5/evolution-2/type1-ground/type2-dark/isTall-True,0,generation-5/evolution-2/type1-ground/type2-dark/isTall-True/is_legendary-0
R1908,generation-5/evolution-3/type1-ground/type2-dark/isTall-True,0,generation-5/evolution-3/type1-ground/type2-dark/isTall-True/is_legendary-0
R1909,generation-5/evolution-2/type1-fire/type2-fire/isTall-True,0,generation-5/evolution-2/type1-fire/type2-fire/isTall-True/is_legendary-0
R1910,generation-5/evolution-1/type1-grass/type2-nan/isTall-True,0,generation-5/evolution-1/type1-grass/type2-nan/isTall-True/is_legendary-0
R1911,generation-5/evolution-1/type1-bug/type2-rock/isTall-False,0,generation-5/evolution-1/type1-bug/type2-rock/isTall-False/is_legendary-0
R1912,generation-5/evolution-2/type1-bug/type2-rock/isTall-True,0,generation-5/evolution-2/type1-bug/type2-rock/isTall-True/is_legendary-0
R1913,generation-5/evolution-1/type1-dark/type2-fighting/isTall-False,0,generation-5/evolution-1/type1-dark/type2-fighting/isTall-False/is_legendary-0
R1914,generation-5/evolution-2/type1-dark/type2-fighting/isTall-True,0,generation-5/evolution-2/type1-dark/type2-fighting/isTall-True/is_legendary-0
R1915,generation-5/evolution-1/type1-psychic/type2-flying/isTall-True,0,generation-5/evolution-1/type1-psychic/type2-flying/isTall-True/is_legendary-0
R1916,generation-5/evolution-1/type1-ghost/type2-nan/isTall-False,0,generation-5/evolution-1/type1-ghost/type2-nan/isTall-False/is_legendary-0
R1917,generation-5/evolution-2/type1-ghost/type2-nan/isTall-True,0,generation-5/evolution-2/type1-ghost/type2-nan/isTall-True/is_legendary-0
R1918,generation-5/evolution-1/type1-water/type2-rock/isTall-False,0,generation-5/evolution-1/type1-water/type2-rock/isTall-False/is_legendary-0
R1919,generation-5/evolution-2/type1-water/type2-rock/isTall-True,0,generation-5/evolution-2/type1-water/type2-rock/isTall-True/is_legendary-0
R1920,generation-5/evolution-1/type1-rock/type2-flying/isTall-False,0,generation-5/evolution-1/type1-rock/type2-flying/isTall-False/is_legendary-0
R1921,generation-5/evolution-2/type1-rock/type2-flying/isTall-True,0,generation-5/evolution-2/type1-rock/type2-flying/isTall-True/is_legendary-0
R1922,generation-5/evolution-1/type1-poison/type2-nan/isTall-False,0,generation-5/evolution-1/type1-poison/type2-nan/isTall-False/is_legendary-0
R1923,generation-5/evolution-2/type1-poison/type2-nan/isTall-True,0,generation-5/evolution-2/type1-poison/type2-nan/isTall-True/is_legendary-0
R1924,generation-5/evolution-2/type1-psychic/type2-nan/isTall-False,0,generation-5/evolution-2/type1-psychic/type2-nan/isTall-False/is_legendary-0
R1925,generation-5/evolution-3/type1-psychic/type2-nan/isTall-True,0,generation-5/evolution-3/type1-psychic/type2-nan/isTall-True/is_legendary-0
R1926,generation-5/evolution-1/type1-water/type2-flying/isTall-False,0,generation-5/evolution-1/type1-water/type2-flying/isTall-False/is_legendary-0
R1927,generation-5/evolution-2/type1-water/type2-flying/isTall-True,0,generation-5/evolution-2/type1-water/type2-flying/isTall-True/is_legendary-0
R1928,generation-5/evolution-1/type1-ice/type2-nan/isTall-False,0,generation-5/evolution-1/type1-ice/type2-nan/isTall-False/is_legendary-0
R1929,generation-5/evolution-2/type1-ice/type2-nan/isTall-True,0,generation-5/evolution-2/type1-ice/type2-nan/isTall-True/is_legendary-0
R1930,generation-5/evolution-3/type1-ice/type2-nan/isTall-True,0,generation-5/evolution-3/type1-ice/type2-nan/isTall-True/is_legendary-0
R1931,generation-5/evolution-1/type1-normal/type2-grass/isTall-False,0,generation-5/evolution-1/type1-normal/type2-grass/isTall-False/is_legendary-0
R1932,generation-5/evolution-2/type1-normal/type2-grass/isTall-True,0,generation-5/evolution-2/type1-normal/type2-grass/isTall-True/is_legendary-0
R1933,generation-5/evolution-1/type1-electric/type2-flying/isTall-False,0,generation-5/evolution-1/type1-electric/type2-flying/isTall-False/is_legendary-0
R1934,generation-5/evolution-1/type1-bug/type2-nan/isTall-False,0,generation-5/evolution-1/type1-bug/type2-nan/isTall-False/is_legendary-0
R1935,generation-5/evolution-2/type1-bug/type2-steel/isTall-True,0,generation-5/evolution-2/type1-bug/type2-steel/isTall-True/is_legendary-0
R1936,generation-5/evolution-1/type1-grass/type2-poison/isTall-False,0,generation-5/evolution-1/type1-grass/type2-poison/isTall-False/is_legendary-0
R1937,generation-5/evolution-2/type1-grass/type2-poison/isTall-False,0,generation-5/evolution-2/type1-grass/type2-poison/isTall-False/is_legendary-0
R1938,generation-5/evolution-1/type1-water/type2-ghost/isTall-True,0,generation-5/evolution-1/type1-water/type2-ghost/isTall-True/is_legendary-0
R1939,generation-5/evolution-2/type1-water/type2-ghost/isTall-True,0,generation-5/evolution-2/type1-water/type2-ghost/isTall-True/is_legendary-0
R1940,generation-5/evolution-1/type1-bug/type2-electric/isTall-False,0,generation-5/evolution-1/type1-bug/type2-electric/isTall-False/is_legendary-0
R1941,generation-5/evolution-2/type1-bug/type2-electric/isTall-False,0,generation-5/evolution-2/type1-bug/type2-electric/isTall-False/is_legendary-0
R1942,generation-5/evolution-1/type1-grass/type2-steel/isTall-False,0,generation-5/evolution-1/type1-grass/type2-steel/isTall-False/is_legendary-0
R1943,generation-5/evolution-2/type1-grass/type2-steel/isTall-True,0,generation-5/evolution-2/type1-grass/type2-steel/isTall-True/is_legendary-0
R1944,generation-5/evolution-1/type1-steel/type2-nan/isTall-False,0,generation-5/evolution-1/type1-steel/type2-nan/isTall-False/is_legendary-0
R1945,generation-5/evolution-2/type1-steel/type2-nan/isTall-False,0,generation-5/evolution-2/type1-steel/type2-nan/isTall-False/is_legendary-0
R1946,generation-5/evolution-3/type1-steel/type2-nan/isTall-False,0,generation-5/evolution-3/type1-steel/type2-nan/isTall-False/is_legendary-0
R1947,generation-5/evolution-3/type1-electric/type2-nan/isTall-True,0,generation-5/evolution-3/type1-electric/type2-nan/isTall-True/is_legendary-0
R1948,generation-5/evolution-1/type1-ghost/type2-fire/isTall-False,0,generation-5/evolution-1/type1-ghost/type2-fire/isTall-False/is_legendary-0
R1949,generation-5/evolution-2/type1-ghost/type2-fire/isTall-False,0,generation-5/evolution-2/type1-ghost/type2-fire/isTall-False/is_legendary-0
R1950,generation-5/evolution-3/type1-ghost/type2-fire/isTall-True,0,generation-5/evolution-3/type1-ghost/type2-fire/isTall-True/is_legendary-0
R1951,generation-5/evolution-1/type1-dragon/type2-nan/isTall-False,0,generation-5/evolution-1/type1-dragon/type2-nan/isTall-False/is_legendary-0
R1952,generation-5/evolution-2/type1-dragon/type2-nan/isTall-True,0,generation-5/evolution-2/type1-dragon/type2-nan/isTall-True/is_legendary-0
R1953,generation-5/evolution-3/type1-dragon/type2-nan/isTall-True,0,generation-5/evolution-3/type1-dragon/type2-nan/isTall-True/is_legendary-0
R1954,generation-5/evolution-1/type1-ice/type2-nan/isTall-True,0,generation-5/evolution-1/type1-ice/type2-nan/isTall-True/is_legendary-0
R1955,generation-5/evolution-2/type1-bug/type2-nan/isTall-False,0,generation-5/evolution-2/type1-bug/type2-nan/isTall-False/is_legendary-0
R1956,generation-5/evolution-1/type1-ground/type2-electric/isTall-False,0,generation-5/evolution-1/type1-ground/type2-electric/isTall-False/is_legendary-0
R1957,generation-5/evolution-1/type1-dragon/type2-nan/isTall-True,0,generation-5/evolution-1/type1-dragon/type2-nan/isTall-True/is_legendary-0
R1958,generation-5/evolution-1/type1-ground/type2-ghost/isTall-True,0,generation-5/evolution-1/type1-ground/type2-ghost/isTall-True/is_legendary-0
R1959,generation-5/evolution-2/type1-ground/type2-ghost/isTall-True,0,generation-5/evolution-2/type1-ground/type2-ghost/isTall-True/is_legendary-0
R1960,generation-5/evolution-1/type1-dark/type2-steel/isTall-False,0,generation-5/evolution-1/type1-dark/type2-steel/isTall-False/is_legendary-0
R1961,generation-5/evolution-2/type1-dark/type2-steel/isTall-True,0,generation-5/evolution-2/type1-dark/type2-steel/isTall-True/is_legendary-0
R1962,generation-5/evolution-2/type1-normal/type2-flying/isTall-True,0,generation-5/evolution-2/type1-normal/type2-flying/isTall-True/is_legendary-0
R1963,generation-5/evolution-1/type1-dark/type2-flying/isTall-False,0,generation-5/evolution-1/type1-dark/type2-flying/isTall-False/is_legendary-0
R1964,generation-5/evolution-2/type1-dark/type2-flying/isTall-True,0,generation-5/evolution-2/type1-dark/type2-flying/isTall-True/is_legendary-0
R1965,generation-5/evolution-1/type1-fire/type2-nan/isTall-True,0,generation-5/evolution-1/type1-fire/type2-nan/isTall-True/is_legendary-0
R1966,generation-5/evolution-1/type1-bug/type2-steel/isTall-False,0,generation-5/evolution-1/type1-bug/type2-steel/isTall-False/is_legendary-0
R1967,generation-5/evolution-1/type1-dark/type2-dragon/isTall-False,0,generation-5/evolution-1/type1-dark/type2-dragon/isTall-False/is_legendary-0
R1968,generation-5/evolution-2/type1-dark/type2-dragon/isTall-True,0,generation-5/evolution-2/type1-dark/type2-dragon/isTall-True/is_legendary-0
R1969,generation-5/evolution-3/type1-dark/type2-dragon/isTall-True,0,generation-5/evolution-3/type1-dark/type2-dragon/isTall-True/is_legendary-0
R1970,generation-5/evolution-1/type1-bug/type2-fire/isTall-True,0,generation-5/evolution-1/type1-bug/type2-fire/isTall-True/is_legendary-0
R1971,generation-5/evolution-2/type1-bug/type2-fire/isTall-True,0,generation-5/evolution-2/type1-bug/type2-fire/isTall-True/is_legendary-0
R1972,generation-5/evolution-1/type1-steel/type2-fighting/isTall-True,1,generation-5/evolution-1/type1-steel/type2-fighting/isTall-True/is_legendary-1
R1973,generation-5/evolution-1/type1-rock/type2-fighting/isTall-True,1,generation-5/evolution-1/type1-rock/type2-fighting/isTall-True/is_legendary-1
R1974,generation-5/evolution-1/type1-grass/type2-fighting/isTall-True,1,generation-5/evolution-1/type1-grass/type2-fighting/isTall-True/is_legendary-1
R1975,generation-5/evolution-1/type1-flying/type2-nan/isTall-True,1,generation-5/evolution-1/type1-flying/type2-nan/isTall-True/is_legendary-1
R1976,generation-5/evolution-1/type1-electric/type2-flying/isTall-True,1,generation-5/evolution-1/type1-electric/type2-flying/isTall-True/is_legendary-1
R1977,generation-5/evolution-1/type1-dragon/type2-fire/isTall-True,1,generation-5/evolution-1/type1-dragon/type2-fire/isTall-True/is_legendary-1
R1978,generation-5/evolution-1/type1-dragon/type2-electric/isTall-True,1,generation-5/evolution-1/type1-dragon/type2-electric/isTall-True/is_legendary-1
R1979,generation-5/evolution-1/type1-ground/type2-flying/isTall-True,1,generation-5/evolution-1/type1-ground/type2-flying/isTall-True/is_legendary-1
R1980,generation-5/evolution-1/type1-dragon/type2-ice/isTall-True,1,generation-5/evolution-1/type1-dragon/type2-ice/isTall-True/is_legendary-1
R1981,generation-5/evolution-1/type1-water/type2-fighting/isTall-True,1,generation-5/evolution-1/type1-water/type2-fighting/isTall-True/is_legendary-1
R1982,generation-5/evolution-1/type1-normal/type2-psychic/isTall-False,1,generation-5/evolution-1/type1-normal/type2-psychic/isTall-False/is_legendary-1
R1983,generation-5/evolution-1/type1-bug/type2-steel/isTall-True,1,generation-5/evolution-1/type1-bug/type2-steel/isTall-True/is_legendary-1
R1984,generation-6/evolution-1/type1-grass/type2-nan/isTall-False,0,generation-6/evolution-1/type1-grass/type2-nan/isTall-False/is_legendary-0
R1985,generation-6/evolution-2/type1-grass/type2-nan/isTall-False,0,generation-6/evolution-2/type1-grass/type2-nan/isTall-False/is_legendary-0
R1986,generation-6/evolution-3/type1-grass/type2-fighting/isTall-True,0,generation-6/evolution-3/type1-grass/type2-fighting/isTall-True/is_legendary-0
R1987,generation-6/evolution-1/type1-fire/type2-nan/isTall-False,0,generation-6/evolution-1/type1-fire/type2-nan/isTall-False/is_legendary-0
R1988,generation-6/evolution-2/type1-fire/type2-nan/isTall-True,0,generation-6/evolution-2/type1-fire/type2-nan/isTall-True/is_legendary-0
R1989,generation-6/evolution-3/type1-fire/type2-psychic/isTall-True,0,generation-6/evolution-3/type1-fire/type2-psychic/isTall-True/is_legendary-0
R1990,generation-6/evolution-1/type1-water/type2-nan/isTall-False,0,generation-6/evolution-1/type1-water/type2-nan/isTall-False/is_legendary-0
R1991,generation-6/evolution-2/type1-water/type2-nan/isTall-False,0,generation-6/evolution-2/type1-water/type2-nan/isTall-False/is_legendary-0
R1992,generation-6/evolution-3/type1-water/type2-dark/isTall-True,0,generation-6/evolution-3/type1-water/type2-dark/isTall-True/is_legendary-0
R1993,generation-6/evolution-1/type1-normal/type2-nan/isTall-False,0,generation-6/evolution-1/type1-normal/type2-nan/isTall-False/is_legendary-0
R1994,generation-6/evolution-2/type1-normal/type2-ground/isTall-True,0,generation-6/evolution-2/type1-normal/type2-ground/isTall-True/is_legendary-0
R1995,generation-6/evolution-1/type1-normal/type2-flying/isTall-False,0,generation-6/evolution-1/type1-normal/type2-flying/isTall-False/is_legendary-0
R1996,generation-6/evolution-2/type1-fire/type2-flying/isTall-False,0,generation-6/evolution-2/type1-fire/type2-flying/isTall-False/is_legendary-0
R1997,generation-6/evolution-3/type1-fire/type2-flying/isTall-True,0,generation-6/evolution-3/type1-fire/type2-flying/isTall-True/is_legendary-0
R1998,generation-6/evolution-1/type1-bug/type2-nan/isTall-False,0,generation-6/evolution-1/type1-bug/type2-nan/isTall-False/is_legendary-0
R1999,generation-6/evolution-2/type1-bug/type2-nan/isTall-False,0,generation-6/evolution-2/type1-bug/type2-nan/isTall-False/is_legendary-0
R2000,generation-6/evolution-3/type1-bug/type2-flying/isTall-True,0,generation-6/evolution-3/type1-bug/type2-flying/isTall-True/is_legendary-0
R2001,generation-6/evolution-1/type1-fire/type2-normal/isTall-False,0,generation-6/evolution-1/type1-fire/type2-normal/isTall-False/is_legendary-0
R2002,generation-6/evolution-2/type1-fire/type2-normal/isTall-True,0,generation-6/evolution-2/type1-fire/type2-normal/isTall-True/is_legendary-0
R2003,generation-6/evolution-1/type1-fairy/type2-nan/isTall-False,0,generation-6/evolution-1/type1-fairy/type2-nan/isTall-False/is_legendary-0
R2004,generation-6/evolution-2/type1-fairy/type2-nan/isTall-False,0,generation-6/evolution-2/type1-fairy/type2-nan/isTall-False/is_legendary-0
R2005,generation-6/evolution-3/type1-fairy/type2-nan/isTall-True,0,generation-6/evolution-3/type1-fairy/type2-nan/isTall-True/is_legendary-0
R2006,generation-6/evolution-2/type1-grass/type2-nan/isTall-True,0,generation-6/evolution-2/type1-grass/type2-nan/isTall-True/is_legendary-0
R2007,generation-6/evolution-1/type1-fighting/type2-nan/isTall-False,0,generation-6/evolution-1/type1-fighting/type2-nan/isTall-False/is_legendary-0
R2008,generation-6/evolution-2/type1-fighting/type2-dark/isTall-True,0,generation-6/evolution-2/type1-fighting/type2-dark/isTall-True/is_legendary-0
R2009,generation-6/evolution-1/type1-normal/type2-nan/isTall-True,0,generation-6/evolution-1/type1-normal/type2-nan/isTall-True/is_legendary-0
R2010,generation-6/evolution-1/type1-psychic/type2-nan/isTall-False,0,generation-6/evolution-1/type1-psychic/type2-nan/isTall-False/is_legendary-0
R2011,generation-6/evolution-2/type1-psychic/type2-nan/isTall-False,0,generation-6/evolution-2/type1-psychic/type2-nan/isTall-False/is_legendary-0
R2012,generation-6/evolution-1/type1-steel/type2-ghost/isTall-False,0,generation-6/evolution-1/type1-steel/type2-ghost/isTall-False/is_legendary-0
R2013,generation-6/evolution-2/type1-steel/type2-ghost/isTall-False,0,generation-6/evolution-2/type1-steel/type2-ghost/isTall-False/is_legendary-0
R2014,generation-6/evolution-3/type1-steel/type2-ghost/isTall-True,0,generation-6/evolution-3/type1-steel/type2-ghost/isTall-True/is_legendary-0
R2015,generation-6/evolution-1/type1-dark/type2-psychic/isTall-False,0,generation-6/evolution-1/type1-dark/type2-psychic/isTall-False/is_legendary-0
R2016,generation-6/evolution-2/type1-dark/type2-psychic/isTall-True,0,generation-6/evolution-2/type1-dark/type2-psychic/isTall-True/is_legendary-0
R2017,generation-6/evolution-1/type1-rock/type2-water/isTall-False,0,generation-6/evolution-1/type1-rock/type2-water/isTall-False/is_legendary-0
R2018,generation-6/evolution-2/type1-rock/type2-water/isTall-True,0,generation-6/evolution-2/type1-rock/type2-water/isTall-True/is_legendary-0
R2019,generation-6/evolution-1/type1-poison/type2-water/isTall-False,0,generation-6/evolution-1/type1-poison/type2-water/isTall-False/is_legendary-0
R2020,generation-6/evolution-2/type1-poison/type2-dragon/isTall-True,0,generation-6/evolution-2/type1-poison/type2-dragon/isTall-True/is_legendary-0
R2021,generation-6/evolution-2/type1-water/type2-nan/isTall-True,0,generation-6/evolution-2/type1-water/type2-nan/isTall-True/is_legendary-0
R2022,generation-6/evolution-1/type1-electric/type2-normal/isTall-False,0,generation-6/evolution-1/type1-electric/type2-normal/isTall-False/is_legendary-0
R2023,generation-6/evolution-2/type1-electric/type2-normal/isTall-True,0,generation-6/evolution-2/type1-electric/type2-normal/isTall-True/is_legendary-0
R2024,generation-6/evolution-1/type1-rock/type2-dragon/isTall-False,0,generation-6/evolution-1/type1-rock/type2-dragon/isTall-False/is_legendary-0
R2025,generation-6/evolution-2/type1-rock/type2-dragon/isTall-True,0,generation-6/evolution-2/type1-rock/type2-dragon/isTall-True/is_legendary-0
R2026,generation-6/evolution-1/type1-rock/type2-ice/isTall-True,0,generation-6/evolution-1/type1-rock/type2-ice/isTall-True/is_legendary-0
R2027,generation-6/evolution-2/type1-rock/type2-ice/isTall-True,0,generation-6/evolution-2/type1-rock/type2-ice/isTall-True/is_legendary-0
R2028,generation-6/evolution-2/type1-fairy/type2-nan/isTall-True,0,generation-6/evolution-2/type1-fairy/type2-nan/isTall-True/is_legendary-0
R2029,generation-6/evolution-1/type1-fighting/type2-flying/isTall-False,0,generation-6/evolution-1/type1-fighting/type2-flying/isTall-False/is_legendary-0
R2030,generation-6/evolution-1/type1-electric/type2-fairy/isTall-False,0,generation-6/evolution-1/type1-electric/type2-fairy/isTall-False/is_legendary-0
R2031,generation-6/evolution-1/type1-rock/type2-fairy/isTall-False,0,generation-6/evolution-1/type1-rock/type2-fairy/isTall-False/is_legendary-0
R2032,generation-6/evolution-1/type1-dragon/type2-nan/isTall-False,0,generation-6/evolution-1/type1-dragon/type2-nan/isTall-False/is_legendary-0
R2033,generation-6/evolution-2/type1-dragon/type2-nan/isTall-False,0,generation-6/evolution-2/type1-dragon/type2-nan/isTall-False/is_legendary-0
R2034,generation-6/evolution-3/type1-dragon/type2-nan/isTall-True,0,generation-6/evolution-3/type1-dragon/type2-nan/isTall-True/is_legendary-0
R2035,generation-6/evolution-1/type1-steel/type2-fairy/isTall-False,0,generation-6/evolution-1/type1-steel/type2-fairy/isTall-False/is_legendary-0
R2036,generation-6/evolution-1/type1-ghost/type2-grass/isTall-False,0,generation-6/evolution-1/type1-ghost/type2-grass/isTall-False/is_legendary-0
R2037,generation-6/evolution-2/type1-ghost/type2-grass/isTall-True,0,generation-6/evolution-2/type1-ghost/type2-grass/isTall-True/is_legendary-0
R2038,generation-6/evolution-1/type1-ice/type2-nan/isTall-True,0,generation-6/evolution-1/type1-ice/type2-nan/isTall-True/is_legendary-0
R2039,generation-6/evolution-2/type1-ice/type2-nan/isTall-True,0,generation-6/evolution-2/type1-ice/type2-nan/isTall-True/is_legendary-0
R2040,generation-6/evolution-1/type1-flying/type2-dragon/isTall-False,0,generation-6/evolution-1/type1-flying/type2-dragon/isTall-False/is_legendary-0
R2041,generation-6/evolution-2/type1-flying/type2-dragon/isTall-True,0,generation-6/evolution-2/type1-flying/type2-dragon/isTall-True/is_legendary-0
R2042,generation-6/evolution-1/type1-fairy/type2-nan/isTall-True,1,generation-6/evolution-1/type1-fairy/type2-nan/isTall-True/is_legendary-1
R2043,generation-6/evolution-1/type1-dark/type2-flying/isTall-True,1,generation-6/evolution-1/type1-dark/type2-flying/isTall-True/is_legendary-1
R2044,generation-6/evolution-1/type1-dragon/type2-ground/isTall-True,1,generation-6/evolution-1/type1-dragon/type2-ground/isTall-True/is_legendary-1
R2045,generation-6/evolution-1/type1-rock/type2-fairy/isTall-False,1,generation-6/evolution-1/type1-rock/type2-fairy/isTall-False/is_legendary-1
R2046,generation-6/evolution-1/type1-psychic/type2-ghost/isTall-False,1,generation-6/evolution-1/type1-psychic/type2-ghost/isTall-False/is_legendary-1
R2047,generation-6/evolution-1/type1-fire/type2-water/isTall-True,1,generation-6/evolution-1/type1-fire/type2-water/isTall-True/is_legendary-1
R2048,generation-7/evolution-1/type1-grass/type2-flying/isTall-False,0,generation-7/evolution-1/type1-grass/type2-flying/isTall-False/is_legendary-0
R2049,generation-7/evolution-2/type1-grass/type2-flying/isTall-False,0,generation-7/evolution-2/type1-grass/type2-flying/isTall-False/is_legendary-0
R2050,generation-7/evolution-3/type1-grass/type2-ghost/isTall-True,0,generation-7/evolution-3/type1-grass/type2-ghost/isTall-True/is_legendary-0
R2051,generation-7/evolution-1/type1-fire/type2-nan/isTall-False,0,generation-7/evolution-1/type1-fire/type2-nan/isTall-False/is_legendary-0
R2052,generation-7/evolution-2/type1-fire/type2-nan/isTall-False,0,generation-7/evolution-2/type1-fire/type2-nan/isTall-False/is_legendary-0
R2053,generation-7/evolution-3/type1-fire/type2-dark/isTall-True,0,generation-7/evolution-3/type1-fire/type2-dark/isTall-True/is_legendary-0
R2054,generation-7/evolution-1/type1-water/type2-nan/isTall-False,0,generation-7/evolution-1/type1-water/type2-nan/isTall-False/is_legendary-0
R2055,generation-7/evolution-2/type1-water/type2-nan/isTall-False,0,generation-7/evolution-2/type1-water/type2-nan/isTall-False/is_legendary-0
R2056,generation-7/evolution-3/type1-water/type2-fairy/isTall-True,0,generation-7/evolution-3/type1-water/type2-fairy/isTall-True/is_legendary-0
R2057,generation-7/evolution-1/type1-normal/type2-flying/isTall-False,0,generation-7/evolution-1/type1-normal/type2-flying/isTall-False/is_legendary-0
R2058,generation-7/evolution-2/type1-normal/type2-flying/isTall-False,0,generation-7/evolution-2/type1-normal/type2-flying/isTall-False/is_legendary-0
R2059,generation-7/evolution-3/type1-normal/type2-flying/isTall-True,0,generation-7/evolution-3/type1-normal/type2-flying/isTall-True/is_legendary-0
R2060,generation-7/evolution-1/type1-normal/type2-nan/isTall-False,0,generation-7/evolution-1/type1-normal/type2-nan/isTall-False/is_legendary-0
R2061,generation-7/evolution-2/type1-normal/type2-nan/isTall-False,0,generation-7/evolution-2/type1-normal/type2-nan/isTall-False/is_legendary-0
R2062,generation-7/evolution-1/type1-bug/type2-nan/isTall-False,0,generation-7/evolution-1/type1-bug/type2-nan/isTall-False/is_legendary-0
R2063,generation-7/evolution-2/type1-bug/type2-electric/isTall-False,0,generation-7/evolution-2/type1-bug/type2-electric/isTall-False/is_legendary-0
R2064,generation-7/evolution-3/type1-bug/type2-electric/isTall-True,0,generation-7/evolution-3/type1-bug/type2-electric/isTall-True/is_legendary-0
R2065,generation-7/evolution-1/type1-fighting/type2-nan/isTall-False,0,generation-7/evolution-1/type1-fighting/type2-nan/isTall-False/is_legendary-0
R2066,generation-7/evolution-2/type1-fighting/type2-ice/isTall-True,0,generation-7/evolution-2/type1-fighting/type2-ice/isTall-True/is_legendary-0
R2067,generation-7/evolution-1/type1-fire/type2-flying/isTall-False,0,generation-7/evolution-1/type1-fire/type2-flying/isTall-False/is_legendary-0
R2068,generation-7/evolution-1/type1-bug/type2-fairy/isTall-False,0,generation-7/evolution-1/type1-bug/type2-fairy/isTall-False/is_legendary-0
R2069,generation-7/evolution-2/type1-bug/type2-fairy/isTall-False,0,generation-7/evolution-2/type1-bug/type2-fairy/isTall-False/is_legendary-0
