rule,premise,is_tall,conclusion
R1330,generation-5/evolution-1/type1-ground/type2-ghost,oui,generation-5/evolution-1/type1-ground/type2-ghost/is_tall-oui
R1331,generation-5/evolution-2/type1-ground/type2-ghost,oui,generation-5/evolution-2/type1-ground/type2-ghost/is_tall-oui
R1332,generation-5/evolution-1/type1-dark/type2-steel,non,generation-5/evolution-1/type1-dark/type2-steel/is_tall-non
R1333,generation-5/evolution-2/type1-dark/type2-steel,oui,generation-5/evolution-2/type1-dark/type2-steel/is_tall-oui
R1334,generation-5/evolution-2/type1-normal/type2-flying,oui,generation-5/evolution-2/type1-normal/type2-flying/is_tall-oui
R1335,generation-5/evolution-1/type1-dark/type2-flying,non,generation-5/evolution-1/type1-dark/type2-flying/is_tall-non
R1336,generation-5/evolution-2/type1-dark/type2-flying,oui,generation-5/evolution-2/type1-dark/type2-flying/is_tall-oui
R1337,generation-5/evolution-1/type1-fire/type2-aucun,oui,generation-5/evolution-1/type1-fire/type2-aucun/is_tall-oui
R1338,generation-5/evolution-1/type1-bug/type2-steel,non,generation-5/evolution-1/type1-bug/type2-steel/is_tall-non
R1339,generation-5/evolution-1/type1-dark/type2-dragon,non,generation-5/evolution-1/type1-dark/type2-dragon/is_tall-non
R1340,generation-5/evolution-2/type1-dark/type2-dragon,oui,generation-5/evolution-2/type1-dark/type2-dragon/is_tall-oui
R1341,generation-5/evolution-3/type1-dark/type2-dragon,oui,generation-5/evolution-3/type1-dark/type2-dragon/is_tall-oui
R1342,generation-5/evolution-1/type1-bug/type2-fire,oui,generation-5/evolution-1/type1-bug/type2-fire/is_tall-oui
R1343,generation-5/evolution-2/type1-bug/type2-fire,oui,generation-5/evolution-2/type1-bug/type2-fire/is_tall-oui
R1344,generation-5/evolution-1/type1-steel/type2-fighting,oui,generation-5/evolution-1/type1-steel/type2-fighting/is_tall-oui
R1345,generation-5/evolution-1/type1-rock/type2-fighting,oui,generation-5/evolution-1/type1-rock/type2-fighting/is_tall-oui
R1346,generation-5/evolution-1/type1-grass/type2-fighting,oui,generation-5/evolution-1/type1-grass/type2-fighting/is_tall-oui
R1347,generation-5/evolution-1/type1-flying/type2-aucun,oui,generation-5/evolution-1/type1-flying/type2-aucun/is_tall-oui
R1348,generation-5/evolution-1/type1-electric/type2-flying,oui,generation-5/evolution-1/type1-electric/type2-flying/is_tall-oui
R1349,generation-5/evolution-1/type1-dragon/type2-fire,oui,generation-5/evolution-1/type1-dragon/type2-fire/is_tall-oui
R1350,generation-5/evolution-1/type1-dragon/type2-electric,oui,generation-5/evolution-1/type1-dragon/type2-electric/is_tall-oui
R1351,generation-5/evolution-1/type1-ground/type2-flying,oui,generation-5/evolution-1/type1-ground/type2-flying/is_tall-oui
R1352,generation-5/evolution-1/type1-dragon/type2-ice,oui,generation-5/evolution-1/type1-dragon/type2-ice/is_tall-oui
R1353,generation-5/evolution-1/type1-water/type2-fighting,oui,generation-5/evolution-1/type1-water/type2-fighting/is_tall-oui
R1354,generation-5/evolution-1/type1-normal/type2-psychic,non,generation-5/evolution-1/type1-normal/type2-psychic/is_tall-non
R1355,generation-5/evolution-1/type1-bug/type2-steel,oui,generation-5/evolution-1/type1-bug/type2-steel/is_tall-oui
R1356,generation-6/evolution-1/type1-grass/type2-aucun,non,generation-6/evolution-1/type1-grass/type2-aucun/is_tall-non
R1357,generation-6/evolution-2/type1-grass/type2-aucun,non,generation-6/evolution-2/type1-grass/type2-aucun/is_tall-non
R1358,generation-6/evolution-3/type1-grass/type2-fighting,oui,generation-6/evolution-3/type1-grass/type2-fighting/is_tall-oui
R1359,generation-6/evolution-1/type1-fire/type2-aucun,non,generation-6/evolution-1/type1-fire/type2-aucun/is_tall-non
R1360,generation-6/evolution-2/type1-fire/type2-aucun,oui,generation-6/evolution-2/type1-fire/type2-aucun/is_tall-oui
R1361,generation-6/evolution-3/type1-fire/type2-psychic,oui,generation-6/evolution-3/type1-fire/type2-psychic/is_tall-oui
R1362,generation-6/evolution-1/type1-water/type2-aucun,non,generation-6/evolution-1/type1-water/type2-aucun/is_tall-non
R1363,generation-6/evolution-2/type1-water/type2-aucun,non,generation-6/evolution-2/type1-water/type2-aucun/is_tall-non
R1364,generation-6/evolution-3/type1-water/type2-dark,oui,generation-6/evolution-3/type1-water/type2-dark/is_tall-oui
R1365,generation-6/evolution-1/type1-normal/type2-aucun,non,generation-6/evolution-1/type1-normal/type2-aucun/is_tall-non
R1366,generation-6/evolution-2/type1-normal/type2-ground,oui,generation-6/evolution-2/type1-normal/type2-ground/is_tall-oui
R1367,generation-6/evolution-1/type1-normal/type2-flying,non,generation-6/evolution-1/type1-normal/type2-flying/is_tall-non
R1368,generation-6/evolution-2/type1-fire/type2-flying,non,generation-6/evolution-2/type1-fire/type2-flying/is_tall-non
R1369,generation-6/evolution-3/type1-fire/type2-flying,oui,generation-6/evolution-3/type1-fire/type2-flying/is_tall-oui
R1370,generation-6/evolution-1/type1-bug/type2-aucun,non,generation-6/evolution-1/type1-bug/type2-aucun/is_tall-non
R1371,generation-6/evolution-2/type1-bug/type2-aucun,non,generation-6/evolution-2/type1-bug/type2-aucun/is_tall-non
R1372,generation-6/evolution-3/type1-bug/type2-flying,oui,generation-6/evolution-3/type1-bug/type2-flying/is_tall-oui
R1373,generation-6/evolution-1/type1-fire/type2-normal,non,generation-6/evolution-1/type1-fire/type2-normal/is_tall-non
R1374,generation-6/evolution-2/type1-fire/type2-normal,oui,generation-6/evolution-2/type1-fire/type2-normal/is_tall-oui
R1375,generation-6/evolution-1/type1-fairy/type2-aucun,non,generation-6/evolution-1/type1-fairy/type2-aucun/is_tall-non
R1376,generation-6/evolution-2/type1-fairy/type2-aucun,non,generation-6/evolution-2/type1-fairy/type2-aucun/is_tall-non
R1377,generation-6/evolution-3/type1-fairy/type2-aucun,oui,generation-6/evolution-3/type1-fairy/type2-aucun/is_tall-oui
R1378,generation-6/evolution-2/type1-grass/type2-aucun,oui,generation-6/evolution-2/type1-grass/type2-aucun/is_tall-oui
R1379,generation-6/evolution-1/type1-fighting/type2-aucun,non,generation-6/evolution-1/type1-fighting/type2-aucun/is_tall-non
R1380,generation-6/evolution-2/type1-fighting/type2-dark,oui,generation-6/evolution-2/type1-fighting/type2-dark/is_tall-oui
R1381,generation-6/evolution-1/type1-normal/type2-aucun,oui,generation-6/evolution-1/type1-normal/type2-aucun/is_tall-oui
R1382,generation-6/evolution-1/type1-psychic/type2-aucun,non,generation-6/evolution-1/type1-psychic/type2-aucun/is_tall-non
R1383,generation-6/evolution-2/type1-psychic/type2-aucun,non,generation-6/evolution-2/type1-psychic/type2-aucun/is_tall-non
R1384,generation-6/evolution-1/type1-steel/type2-ghost,non,generation-6/evolution-1/type1-steel/type2-ghost/is_tall-non
R1385,generation-6/evolution-2/type1-steel/type2-ghost,non,generation-6/evolution-2/type1-steel/type2-ghost/is_tall-non
R1386,generation-6/evolution-3/type1-steel/type2-ghost,oui,generation-6/evolution-3/type1-steel/type2-ghost/is_tall-oui
R1387,generation-6/evolution-1/type1-dark/type2-psychic,non,generation-6/evolution-1/type1-dark/type2-psychic/is_tall-non
R1388,generation-6/evolution-2/type1-dark/type2-psychic,oui,generation-6/evolution-2/type1-dark/type2-psychic/is_tall-oui
R1389,generation-6/evolution-1/type1-rock/type2-water,non,generation-6/evolution-1/type1-rock/type2-water/is_tall-non
R1390,generation-6/evolution-2/type1-rock/type2-water,oui,generation-6/evolution-2/type1-rock/type2-water/is_tall-oui
R1391,generation-6/evolution-1/type1-poison/type2-water,non,generation-6/evolution-1/type1-poison/type2-water/is_tall-non
R1392,generation-6/evolution-2/type1-poison/type2-dragon,oui,generation-6/evolution-2/type1-poison/type2-dragon/is_tall-oui
R1393,generation-6/evolution-2/type1-water/type2-aucun,oui,generation-6/evolution-2/type1-water/type2-aucun/is_tall-oui
R1394,generation-6/evolution-1/type1-electric/type2-normal,non,generation-6/evolution-1/type1-electric/type2-normal/is_tall-non
R1395,generation-6/evolution-2/type1-electric/type2-normal,oui,generation-6/evolution-2/type1-electric/type2-normal/is_tall-oui
R1396,generation-6/evolution-1/type1-rock/type2-dragon,non,generation-6/evolution-1/type1-rock/type2-dragon/is_tall-non
R1397,generation-6/evolution-2/type1-rock/type2-dragon,oui,generation-6/evolution-2/type1-rock/type2-dragon/is_tall-oui
R1398,generation-6/evolution-1/type1-rock/type2-ice,oui,generation-6/evolution-1/type1-rock/type2-ice/is_tall-oui
R1399,generation-6/evolution-2/type1-rock/type2-ice,oui,generation-6/evolution-2/type1-rock/type2-ice/is_tall-oui
R1400,generation-6/evolution-2/type1-fairy/type2-aucun,oui,generation-6/evolution-2/type1-fairy/type2-aucun/is_tall-oui
R1401,generation-6/evolution-1/type1-fighting/type2-flying,non,generation-6/evolution-1/type1-fighting/type2-flying/is_tall-non
R1402,generation-6/evolution-1/type1-electric/type2-fairy,non,generation-6/evolution-1/type1-electric/type2-fairy/is_tall-non
R1403,generation-6/evolution-1/type1-rock/type2-fairy,non,generation-6/evolution-1/type1-rock/type2-fairy/is_tall-non
R1404,generation-6/evolution-1/type1-dragon/type2-aucun,non,generation-6/evolution-1/type1-dragon/type2-aucun/is_tall-non
R1405,generation-6/evolution-2/type1-dragon/type2-aucun,non,generation-6/evolution-2/type1-dragon/type2-aucun/is_tall-non
R1406,generation-6/evolution-3/type1-dragon/type2-aucun,oui,generation-6/evolution-3/type1-dragon/type2-aucun/is_tall-oui
R1407,generation-6/evolution-1/type1-steel/type2-fairy,non,generation-6/evolution-1/type1-steel/type2-fairy/is_tall-non
R1408,generation-6/evolution-1/type1-ghost/type2-grass,non,generation-6/evolution-1/type1-ghost/type2-grass/is_tall-non
R1409,generation-6/evolution-2/type1-ghost/type2-grass,oui,generation-6/evolution-2/type1-ghost/type2-grass/is_tall-oui
R1410,generation-6/evolution-1/type1-ice/type2-aucun,oui,generation-6/evolution-1/type1-ice/type2-aucun/is_tall-oui
R1411,generation-6/evolution-2/type1-ice/type2-aucun,oui,generation-6/evolution-2/type1-ice/type2-aucun/is_tall-oui
R1412,generation-6/evolution-1/type1-flying/type2-dragon,non,generation-6/evolution-1/type1-flying/type2-dragon/is_tall-non
R1413,generation-6/evolution-2/type1-flying/type2-dragon,oui,generation-6/evolution-2/type1-flying/type2-dragon/is_tall-oui
R1414,generation-6/evolution-1/type1-fairy/type2-aucun,oui,generation-6/evolution-1/type1-fairy/type2-aucun/is_tall-oui
R1415,generation-6/evolution-1/type1-dark/type2-flying,oui,generation-6/evolution-1/type1-dark/type2-flying/is_tall-oui
R1416,generation-6/evolution-1/type1-dragon/type2-ground,oui,generation-6/evolution-1/type1-dragon/type2-ground/is_tall-oui
R1417,generation-6/evolution-1/type1-psychic/type2-ghost,non,generation-6/evolution-1/type1-psychic/type2-ghost/is_tall-non
R1418,generation-6/evolution-1/type1-fire/type2-water,oui,generation-6/evolution-1/type1-fire/type2-water/is_tall-oui
R1419,generation-7/evolution-1/type1-grass/type2-flying,non,generation-7/evolution-1/type1-grass/type2-flying/is_tall-non
R1420,generation-7/evolution-2/type1-grass/type2-flying,non,generation-7/evolution-2/type1-grass/type2-flying/is_tall-non
R1421,generation-7/evolution-3/type1-grass/type2-ghost,oui,generation-7/evolution-3/type1-grass/type2-ghost/is_tall-oui
R1422,generation-7/evolution-1/type1-fire/type2-aucun,non,generation-7/evolution-1/type1-fire/type2-aucun/is_tall-non
R1423,generation-7/evolution-2/type1-fire/type2-aucun,non,generation-7/evolution-2/type1-fire/type2-aucun/is_tall-non
R1424,generation-7/evolution-3/type1-fire/type2-dark,oui,generation-7/evolution-3/type1-fire/type2-dark/is_tall-oui
R1425,generation-7/evolution-1/type1-water/type2-aucun,non,generation-7/evolution-1/type1-water/type2-aucun/is_tall-non
R1426,generation-7/evolution-2/type1-water/type2-aucun,non,generation-7/evolution-2/type1-water/type2-aucun/is_tall-non
R1427,generation-7/evolution-3/type1-water/type2-fairy,oui,generation-7/evolution-3/type1-water/type2-fairy/is_tall-oui
R1428,generation-7/evolution-1/type1-normal/type2-flying,non,generation-7/evolution-1/type1-normal/type2-flying/is_tall-non
R1429,generation-7/evolution-2/type1-normal/type2-flying,non,generation-7/evolution-2/type1-normal/type2-flying/is_tall-non
R1430,generation-7/evolution-3/type1-normal/type2-flying,oui,generation-7/evolution-3/type1-normal/type2-flying/is_tall-oui
R1431,generation-7/evolution-1/type1-normal/type2-aucun,non,generation-7/evolution-1/type1-normal/type2-aucun/is_tall-non
R1432,generation-7/evolution-2/type1-normal/type2-aucun,non,generation-7/evolution-2/type1-normal/type2-aucun/is_tall-non
R1433,generation-7/evolution-1/type1-bug/type2-aucun,non,generation-7/evolution-1/type1-bug/type2-aucun/is_tall-non
R1434,generation-7/evolution-2/type1-bug/type2-electric,non,generation-7/evolution-2/type1-bug/type2-electric/is_tall-non
R1435,generation-7/evolution-3/type1-bug/type2-electric,oui,generation-7/evolution-3/type1-bug/type2-electric/is_tall-oui
R1436,generation-7/evolution-1/type1-fighting/type2-aucun,non,generation-7/evolution-1/type1-fighting/type2-aucun/is_tall-non
R1437,generation-7/evolution-2/type1-fighting/type2-ice,oui,generation-7/evolution-2/type1-fighting/type2-ice/is_tall-oui
R1438,generation-7/evolution-1/type1-fire/type2-flying,non,generation-7/evolution-1/type1-fire/type2-flying/is_tall-non
R1439,generation-7/evolution-1/type1-bug/type2-fairy,non,generation-7/evolution-1/type1-bug/type2-fairy/is_tall-non
R1440,generation-7/evolution-2/type1-bug/type2-fairy,non,generation-7/evolution-2/type1-bug/type2-fairy/is_tall-non
R1441,generation-7/evolution-1/type1-rock/type2-aucun,non,generation-7/evolution-1/type1-rock/type2-aucun/is_tall-non
R1442,generation-7/evolution-2/type1-rock/type2-aucun,non,generation-7/evolution-2/type1-rock/type2-aucun/is_tall-non
R1443,generation-7/evolution-1/type1-poison/type2-water,non,generation-7/evolution-1/type1-poison/type2-water/is_tall-non
R1444,generation-7/evolution-2/type1-poison/type2-water,non,generation-7/evolution-2/type1-poison/type2-water/is_tall-non
R1445,generation-7/evolution-1/type1-ground/type2-aucun,oui,generation-7/evolution-1/type1-ground/type2-aucun/is_tall-oui
R1446,generation-7/evolution-2/type1-ground/type2-aucun,oui,generation-7/evolution-2/type1-ground/type2-aucun/is_tall-oui
R1447,generation-7/evolution-1/type1-water/type2-bug,non,generation-7/evolution-1/type1-water/type2-bug/is_tall-non
R1448,generation-7/evolution-2/type1-water/type2-bug,oui,generation-7/evolution-2/type1-water/type2-bug/is_tall-oui
R1449,generation-7/evolution-1/type1-grass/type2-aucun,non,generation-7/evolution-1/type1-grass/type2-aucun/is_tall-non
R1450,generation-7/evolution-2/type1-grass/type2-aucun,non,generation-7/evolution-2/type1-grass/type2-aucun/is_tall-non
R1451,generation-7/evolution-1/type1-grass/type2-fairy,non,generation-7/evolution-1/type1-grass/type2-fairy/is_tall-non
R1452,generation-7/evolution-2/type1-grass/type2-fairy,oui,generation-7/evolution-2/type1-grass/type2-fairy/is_tall-oui
R1453,generation-7/evolution-1/type1-poison/type2-fire,non,generation-7/evolution-1/type1-poison/type2-fire/is_tall-non
R1454,generation-7/evolution-2/type1-poison/type2-fire,oui,generation-7/evolution-2/type1-poison/type2-fire/is_tall-oui
R1455,generation-7/evolution-1/type1-normal/type2-fighting,non,generation-7/evolution-1/type1-normal/type2-fighting/is_tall-non
R1456,generation-7/evolution-2/type1-normal/type2-fighting,oui,generation-7/evolution-2/type1-normal/type2-fighting/is_tall-oui
R1457,generation-7/evolution-3/type1-grass/type2-aucun,oui,generation-7/evolution-3/type1-grass/type2-aucun/is_tall-oui
R1458,generation-7/evolution-1/type1-fairy/type2-aucun,non,generation-7/evolution-1/type1-fairy/type2-aucun/is_tall-non
R1459,generation-7/evolution-1/type1-normal/type2-psychic,oui,generation-7/evolution-1/type1-normal/type2-psychic/is_tall-oui
R1460,generation-7/evolution-1/type1-fighting/type2-aucun,oui,generation-7/evolution-1/type1-fighting/type2-aucun/is_tall-oui
R1461,generation-7/evolution-1/type1-bug/type2-water,non,generation-7/evolution-1/type1-bug/type2-water/is_tall-non
R1462,generation-7/evolution-2/type1-bug/type2-water,oui,generation-7/evolution-2/type1-bug/type2-water/is_tall-oui
R1463,generation-7/evolution-1/type1-ghost/type2-ground,non,generation-7/evolution-1/type1-ghost/type2-ground/is_tall-non
R1464,generation-7/evolution-2/type1-ghost/type2-ground,oui,generation-7/evolution-2/type1-ghost/type2-ground/is_tall-oui
R1465,generation-7/evolution-1/type1-normal/type2-aucun,oui,generation-7/evolution-1/type1-normal/type2-aucun/is_tall-oui
R1466,generation-7/evolution-2/type1-normal/type2-aucun,oui,generation-7/evolution-2/type1-normal/type2-aucun/is_tall-oui
R1467,generation-7/evolution-1/type1-rock/type2-flying,non,generation-7/evolution-1/type1-rock/type2-flying/is_tall-non
R1468,generation-7/evolution-1/type1-fire/type2-dragon,oui,generation-7/evolution-1/type1-fire/type2-dragon/is_tall-oui
R1469,generation-7/evolution-1/type1-electric/type2-steel,non,generation-7/evolution-1/type1-electric/type2-steel/is_tall-non
R1470,generation-7/evolution-1/type1-ghost/type2-fairy,non,generation-7/evolution-1/type1-ghost/type2-fairy/is_tall-non
R1471,generation-7/evolution-1/type1-water/type2-psychic,non,generation-7/evolution-1/type1-water/type2-psychic/is_tall-non
R1472,generation-7/evolution-1/type1-normal/type2-dragon,oui,generation-7/evolution-1/type1-normal/type2-dragon/is_tall-oui
R1473,generation-7/evolution-1/type1-ghost/type2-grass,oui,generation-7/evolution-1/type1-ghost/type2-grass/is_tall-oui
R1474,generation-7/evolution-1/type1-dragon/type2-aucun,non,generation-7/evolution-1/type1-dragon/type2-aucun/is_tall-non
R1475,generation-7/evolution-2/type1-dragon/type2-fighting,oui,generation-7/evolution-2/type1-dragon/type2-fighting/is_tall-oui
R1476,generation-7/evolution-3/type1-dragon/type2-fighting,oui,generation-7/evolution-3/type1-dragon/type2-fighting/is_tall-oui
R1477,generation-7/evolution-1/type1-electric/type2-fairy,oui,generation-7/evolution-1/type1-electric/type2-fairy/is_tall-oui
R1478,generation-7/evolution-1/type1-psychic/type2-fairy,oui,generation-7/evolution-1/type1-psychic/type2-fairy/is_tall-oui
R1479,generation-7/evolution-1/type1-grass/type2-fairy,oui,generation-7/evolution-1/type1-grass/type2-fairy/is_tall-oui
R1480,generation-7/evolution-1/type1-water/type2-fairy,oui,generation-7/evolution-1/type1-water/type2-fairy/is_tall-oui
R1481,generation-7/evolution-1/type1-psychic/type2-aucun,non,generation-7/evolution-1/type1-psychic/type2-aucun/is_tall-non
R1482,generation-7/evolution-2/type1-psychic/type2-aucun,non,generation-7/evolution-2/type1-psychic/type2-aucun/is_tall-non
R1483,generation-7/evolution-3/type1-psychic/type2-steel,oui,generation-7/evolution-3/type1-psychic/type2-steel/is_tall-oui
R1484,generation-7/evolution-3/type1-psychic/type2-ghost,oui,generation-7/evolution-3/type1-psychic/type2-ghost/is_tall-oui
R1485,generation-7/evolution-1/type1-rock/type2-poison,oui,generation-7/evolution-1/type1-rock/type2-poison/is_tall-oui
R1486,generation-7/evolution-1/type1-bug/type2-fighting,oui,generation-7/evolution-1/type1-bug/type2-fighting/is_tall-oui
R1487,generation-7/evolution-1/type1-electric/type2-aucun,oui,generation-7/evolution-1/type1-electric/type2-aucun/is_tall-oui
R1488,generation-7/evolution-1/type1-steel/type2-flying,oui,generation-7/evolution-1/type1-steel/type2-flying/is_tall-oui
R1489,generation-7/evolution-1/type1-grass/type2-steel,non,generation-7/evolution-1/type1-grass/type2-steel/is_tall-non
R1490,generation-7/evolution-1/type1-dark/type2-dragon,oui,generation-7/evolution-1/type1-dark/type2-dragon/is_tall-oui
R1491,generation-7/evolution-1/type1-psychic/type2-aucun,oui,generation-7/evolution-1/type1-psychic/type2-aucun/is_tall-oui
R1492,generation-7/evolution-1/type1-steel/type2-fairy,oui,generation-7/evolution-1/type1-steel/type2-fairy/is_tall-oui
